Question,Generated_answer
Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.,"

This question has not been answered yet!

Submit your answer to Math Expert

Only users who have verified their email address will be allowed to answer.

1.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

2.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

3.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

4.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

5.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

6.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

7.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

8.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

9.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

10.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

11.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

12.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

13.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

14.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

15.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

16.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

17.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

18.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

19.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

20.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

21.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} - 2 + \sqrt{x^2 + 8}$.

22.

Solve the equation $\sqrt{x^2 + 15} = 3\sqrt[3]{x} -"
"Suppose \( ABCD \) is a quadrilateral inscribed in a circle. Among the following identities:
- \( \sin A = \sin C \)
- \( \sin A + \sin C = 0 \)
- \( \cos B + \cos D = 0 \)
- \( \cos B = \cos D \)

How many are always true?","

×"
"Solve the system of equations
\[
\log_{10}(2000xy) - (\log_{10}x)(\log_{10}y) = 4,
\]
\[
\log_{10}(2yz) - (\log_{10}y)(\log_{10}z) = 1,
\]
\[
\log_{10}(zx) - (\log_{10}z)(\log_{10}x) = 0,
\]
and find the sum \( y_1 + y_2 \) of the \( y \)-coordinates of the two solutions \((x_1, y_1, z_1)\) and \((x_2, y_2, z_2)\).","

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
Evaluate the limit \(\lim_{n\to\infty}\sin\left (\left (2+\sqrt{3}\right)^n\pi\right)\).,"

## Master advanced concepts through explanations,
examples, and problems from the community. 

## Learn from a vibrant community of students and enthusiasts,
including olympiad champions, researchers, and professionals. 
×
Problem Loading...
Note Loading...
Set Loading..."
Find the sum of all real roots of the equation $$5^x + 5^{-x} - 3|x^3 - x| - 18x^4 + 171 = 0.$$,"

Note by Calvin Lin
3 years, 1 month ago

MarkdownAppears as
*italics* or _italics_ italics
**bold** or __bold__ bold
- bulleted- list
• bulleted
• list
1. numbered2. list
1. numbered
2. list
Note: you must add a full line of space before and after lists for them to show up correctly
paragraph 1paragraph 2

paragraph 1

paragraph 2

[example link](https://brilliant.org)example link
> This is a quote
This is a quote
    # I indented these lines
# 4 spaces, and now they show
# up as a code block.

print ""hello world""
# I indented these lines
# 4 spaces, and now they show
# up as a code block.

print ""hello world""
MathAppears as
Remember to wrap math in $$...$$ or $...$ to ensure proper formatting.
2 \times 3 $$2 \times 3$$
2^{34} $$2^{34}$$
a_{i-1} $$a_{i-1}$$
\frac{2}{3} $$\frac{2}{3}$$
\sqrt{2} $$\sqrt{2}$$
\sum_{i=1}^3 $$\sum_{i=1}^3$$
\sin \theta $$\sin \theta$$
\boxed{123} $$\boxed{123}$$

Sort by:

I got the answer to be 4.5

- 3 years, 1 month ago

If you want the answer to be 4.5, you'll need to explain why.

Staff - 3 years, 1 month ago

I used wolfram alpha to plot the graph of 5^x + 5^-x - 3|x^3 - x| - 18x^4 + 171 = 0. The graph shows that the curve cuts the x-axis at 4.5.

- 3 years, 1 month ago

That is not a proof. You have to show that there are no other real roots.

Staff - 3 years, 1 month ago

I tried to use the graph but the curve cuts the x-axis at 4.5 and 4.5128. So, the answer is 4.5.

- 3 years, 1 month ago

I don't see how the curve cuts the x-axis at 4.5 and 4.5128.

Staff - 3 years, 1 month ago

WolframAlpha

- 3 years, 1 month ago

I'm not sure how you used wolfram alpha to get 4.5128.

Staff - 3 years, 1 month ago

I used the graph of 5^x + 5^-x - 3|x^3 - x| - 18x^4 + 171 = 0 to find the roots.

- 3 years, 1 month ago

I used the graph of 5^x + 5^-x - 3|x^3 - x| - 18x^4 + 171 = 0 to find the roots.

- 3 years, 1 month ago

It cuts the x-axis at 4.5128.

- 3 years, 1 month ago

I don't understand what you are saying.

Staff - 3 years, 1 month ago

I got 4.5, but I don't know how to prove it.

- 3 years, 1 month ago

I'm not sure how you got 4.5.

Staff - 3 years, 1 month ago

I used wolfram alpha to find the roots.

- 3 years, 1 month ago

I don't know how to use wolfram alpha to find the roots.

- 3 years, 1 month ago

I tried to use wolfram alpha but I don't know how to use it.

- 3 years, 1 month ago

I tried to use wolfram alpha to find the roots of the equation.

- 3 years, 1 month ago

I used wolfram alpha to find the roots of the"
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?,"
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in the sequence 1 1 2 1 2 3 1 2 3 4 1 2 3 4 5 ...?
What is the 2004th number in"
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.,"

2. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$

$16p\equiv 2^4p\equiv -1\pmod {a^3}$

$p\equiv -1\pmod {a^3}$

Now, $p$ must be a prime, so $a^3$ must be 2.

Thus, $p=3$

3. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$

$16p\equiv 2^4p\equiv -1\pmod {a^3}$

$p\equiv -1\pmod {a^3}$

Now, $p$ must be a prime, so $a^3$ must be 2.

Thus, $p=3$

$a^3$ is not 2, it is 8.

4. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$

$16p\equiv 2^4p\equiv -1\pmod {a^3}$

$p\equiv -1\pmod {a^3}$

Now, $p$ must be a prime, so $a^3$ must be 2.

Thus, $p=3$

5. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$

$16p\equiv 2^4p\equiv -1\pmod {a^3}$

$p\equiv -1\pmod {a^3}$

Now, $p$ must be a prime, so $a^3$ must be 2.

Thus, $p=3$

6. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$

$16p\equiv 2^4p\equiv -1\pmod {a^3}$

$p\equiv -1\pmod {a^3}$

Now, $p$ must be a prime, so $a^3$ must be 2.

Thus, $p=3$

7. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$

$16p\equiv 2^4p\equiv -1\pmod {a^3}$

$p\equiv -1\pmod {a^3}$

Now, $p$ must be a prime, so $a^3$ must be 2.

Thus, $p=3$

8. Originally Posted by dapore
Find the prime number $p$ such that $16p+1$ is the cube of a positive integer.

$16p+1=a^3$

$16p+1\equiv 0\pmod {a^3}$

$16p\equiv -1\pmod {a^3}$"
How many ways can a committee of 5 women and 6 men be chosen from 10 women and 8 men if Mr. A refuses to serve on the committee if Mrs. B is a member?,"
A) 10000
B) 1000
C) 100
D) 10
E) 1
A) 10000
B) 1000
C) 100
D) 10
E) 1
We are given a committee of 5 women and 6 men.
Total number of ways to select a committee of 5 women and 6 men = 10C5 x 8C6 = 252 x 28 = 7056.
If Mrs. B is a member, there are 9 women and 7 men left to choose from.
Total number of ways to select a committee of 5 women and 6 men such that Mrs. B is a member = 9C5 x 7C6 = 126 x 7 = 882.
Number of ways to select a committee of 5 women and 6 men such that Mrs. B is a member AND Mr. A is NOT a member = 9C5 x 7C6 - 9C4 x 7C5 = 882 - 126 x 21 = 882 - 2646 = 1764.
Thus, the number of ways to select a committee of 5 women and 6 men such that Mrs. B is a member AND Mr. A is NOT a member is 1764.
Thus, the number of ways to select a committee of 5 women and 6 men such that Mrs. B is a member AND Mr. A is NOT a member is 1764.
The correct answer is A.
GMAT Quant Self-Study Course
500+ lessons 3000+ practice problems 800+ HD solutions
500+ lessons 3000+ practice problems 800+ HD solutions
gmatclubot
Re: How many ways can a committee of 5 women and 6 men be chosen from 10 w [#permalink]23 Mar 2017, 15:52

## How many ways can a committee of 5 women and 6 men be chosen from 10 w
| new topic | post reply | Question banks | Downloads | My Bookmarks | Reviews | Important topics |
Moderators: chetan2u, mikemcgarry, niks18, Bunuel, VeritasPrepKarishma, generis"
Evaluate the limit \(\lim_{x \to 0} \frac{\sqrt{1+x^3} - \left( 1 - x + \frac{x^2}{2} \right)e^x}{\tan x - x}\).,"
- 1
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0
Votes 2
Posts 0
Views
- 0"
How many perfect cubes are there among the first 4000 positive integers?,"

I am having trouble with this question.

I know that perfect cubes can be found by taking the square root of the number and then cubing it.

For example:

$\sqrt{64} = 8$ and $8^3 = 512$

But I don't know how to find the answer to this question.

-
A cube is a number that is a perfect square and a perfect square is a number that is a perfect cube. –  JavaMan Apr 24 '11 at 18:47

Hint: If a number is a perfect cube, then it is a perfect square.

-
@user3164: It's not true that every perfect cube is a perfect square. –  Zev Chonoles Apr 24 '11 at 18:50
@user3164: It is true that every perfect square is a perfect cube, but only if you're taking the square root of a perfect cube. –  Zev Chonoles Apr 24 '11 at 18:52
@Zev: Oh, I see. Thanks! –  user3164 Apr 24 '11 at 18:53

HINT $\$ The cubes $\rm\ \ 1^3, 2^3,\: \ldots\: ,\: n^3\$ are precisely the numbers $\rm\ 1, 2,\: \ldots\: ,\: n\$ that are both perfect squares and perfect cubes.

-

If $a$ is a perfect cube, then $a = b^3$ for some integer $b$. Then $a = b^3 = (b^2)^3$. So a perfect cube is a perfect square.

-

The answer is 16. The first 4000 integers are 1,2,3,4,...,4000. Now, we know that 1 is a perfect cube, and it is the only perfect cube. Then, we know that 2,3,4,5,6,7,8,9 are perfect squares. We can see that 10 is not a perfect square. Then, 11,12,13,14,15,16,17,18 are perfect squares. We can see that 19 is not a perfect square. Then, 20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35 are perfect squares. Then, 36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160"
"Given a number that leaves a remainder of 1 when divided by 3 and a remainder of 3 when divided by 7, what is the remainder when this number is divided by 21?","

## Age 11 to 14 Challenge Level:
How many pairs of numbers can you find that add up to a multiple of 11? Do you notice anything interesting about your results?

## Age 11 to 14 Challenge Level:
Make a set of numbers that use all the digits from 1 to 9, once and once only. Add them up. The result is divisible by 9. Add each of the digits in the new number. What is their sum? Now try some. . . .

## Age 11 to 14 Challenge Level:
Find some triples of whole numbers a, b and c such that a^2 + b^2 + c^2 is a multiple of 4. Is it necessarily the case that a, b and c must all be even? If so, can you explain why?

## Age 11 to 14 Challenge Level:
Powers of numbers behave in surprising ways. Take a look at some of these and try to explain why they are true.

## Age 11 to 14 Challenge Level:
Imagine we have four bags containing numbers from a sequence. What numbers can we make now?

## Age 11 to 14 Challenge Level:
You can work out the number someone else is thinking of as follows. Ask a friend to think of any natural number less than 100. Then ask them to tell you the remainders when this number is divided by. . . .

## Age 11 to 14 Challenge Level:
List any 3 numbers. It is always possible to find a subset of adjacent numbers that add up to a multiple of 3. Can you explain why and prove it?

## Age 11 to 14 Challenge Level:
Can you explain the strategy for winning this game with any target?

## Age 11 to 14 Challenge Level:
Find the smallest positive integer N such that N/2 is a perfect cube, N/3 is a perfect fifth power and N/5 is a perfect seventh power.

## Age 11 to 14 Challenge Level:
How many different cubes can be painted with three blue faces and three red faces? A boy (using blue) and a girl (using red) paint the faces of a cube in turn so that the six faces are painted. . . .

## Age 11 to 14 Challenge Level:
Imagine we have four bags containing a large number of 1s, 4s, 7s and 10s. What numbers can we make?

## Age 11 to 14 Challenge Level:
A three digit number abc is always divisible by 7 when 2a+3b+c is divisible by 7. Why?

## Age 11 to 14 Challenge Level:
The Tower of Hanoi is an ancient mathematical challenge. Working on the building blocks may help you to explain the patterns you notice.

## Age 11 to 14 Challenge Level:
Consider the equation 1/a + 1/b + 1/c = 1 where a, b and c are natural numbers and 0 < a < b < c. Prove that there is only one set of values which satisfy this equation.

## Age 11 to 14 Challenge Level:
The number 8888...88M9999...99 is divisible by 7 and it starts with the digit 8 repeated 50 times and ends with the digit 9 repeated 50 times. What is the value of the digit M?

## Age 11 to 14 Challenge Level:
The flow chart requires two numbers, M and N. Select several values for M and try to establish what the flow chart does.

## Age 11 to 14 Challenge Level:
Can you show that 1^99 + 2^99 + 3^99 + 4^99 + 5^99 is divisible by 5?

## Age 11 to 14 Challenge Level:
A little bit of algebra explains this 'magic'. Ask a friend to pick 3 consecutive numbers and to tell you a multiple of 3. Then ask them to add the four numbers and multiply by 67, and to tell you. . . .

## Age 11 to 14 Challenge Level:
In how many ways can three men step onto a red, green or blue spot on the three by three grid?

## Age 11 to 14 Challenge Level:
Imagine we have four bags containing numbers from a sequence. What numbers can we make now?

## Age 1"
Determine the degree of the expression $\frac{(a+b)(b+c)(c+a)}{abc}$.,"

Determine the degree of the expression $\frac{(a+b)(b+c)(c+a)}{abc}$.

My Attempt:

The degree of $(a+b)(b+c)(c+a)$ is $3$.

The degree of $abc$ is $3$.

Hence, the degree of the expression $\frac{(a+b)(b+c)(c+a)}{abc}$ is $0$.

Is this correct?

• The degree of the numerator is 3. The degree of the denominator is 3. The degree of the quotient is 0. – Michael Burr Apr 20 '17 at 11:22
• Yes, you are right. – Michael Burr Apr 20 '17 at 11:23
• @MichaelBurr Can you explain why? – Kushal Bhuyan Apr 20 '17 at 11:23
• The degree of the numerator is 3. The degree of the denominator is 3. The degree of the quotient is 0. – Michael Burr Apr 20 '17 at 11:23
• @MichaelBurr Thank you. – Kushal Bhuyan Apr 20 '17 at 11:23

Yes, the degree of a polynomial is the highest power of the variable.

So the degree of $(a+b)(b+c)(c+a)$ is $3$

The degree of $abc$ is $3$

Hence, the degree of the expression $\frac{(a+b)(b+c)(c+a)}{abc}$ is $0$.

Yes, the degree of the expression $\frac{(a+b)(b+c)(c+a)}{abc}$ is $0$.

• Thank you. – Kushal Bhuyan Apr 20 '17 at 11:24
• @KushalBhuyan You are welcome! – Simply Beautiful Art Apr 20 '17 at 11:24

Yes, it is correct.

The degree of a polynomial is the maximum degree of its terms. So, the degree of $\frac{(a+b)(b+c)(c+a)}{abc}$ is the maximum of the degrees of $(a+b)(b+c)(c+a)$ and $abc$.

The degree of $(a+b)(b+c)(c+a)$ is $3$ and the degree of $abc$ is $3$. So, the degree of $\frac{(a+b)(b+c)(c+a)}{abc}$ is $0$.

• Thank you. – Kushal Bhuyan Apr 20 '17 at 11:24
• @KushalBhuyan You are welcome! – José Carlos Santos Apr 20 '17 at 11:24

Yes, you are right.

The degree of the numerator is 3. The degree of the denominator is 3. The degree of the quotient is 0."
"A person is walking down an escalator moving downwards and takes a total of 26 steps to reach the bottom in 30 seconds. When running down the escalator, the same person takes a total of 34 steps and reaches the bottom in 18 seconds. How many steps are on the escalator at a time?","

## Answer
32 steps.
Suppose the person is standing still on the escalator and that the escalator is moving at a constant speed. The time taken by the person to take 26 steps on the escalator is 30 seconds. The time taken by the person to take 34 steps on the escalator is 18 seconds.
Let the time taken by the escalator to move 26 steps be t seconds.
Then the time taken by the escalator to move 34 steps is (30 - t) seconds.
Since the speed of the escalator is constant, the ratio of the time taken by the escalator to move 26 steps to the time taken by the escalator to move 34 steps is equal to the ratio of the number of steps taken by the escalator to move 26 steps to the number of steps taken by the escalator to move 34 steps.
Therefore,
t / (30 - t) = 26 / 34
34t = 26(30 - t)
34t = 780 - 26t
60t = 780
t = 780 / 60 = 13 seconds
Therefore, the time taken by the escalator to move 26 steps is 13 seconds.
The time taken by the person to take 26 steps on the escalator is 30 seconds. Therefore, the time taken by the person to take 26 steps on the escalator while the escalator is moving is 30 - 13 = 17 seconds.
The time taken by the person to take 34 steps on the escalator is 18 seconds. Therefore, the time taken by the person to take 34 steps on the escalator while the escalator is moving is 18 - 13 = 5 seconds.
Let the number of steps on the escalator at a time be x.
The time taken by the person to take x steps on the escalator while the escalator is moving is (x / 34) seconds.
The time taken by the person to take x steps on the escalator while the escalator is moving is equal to the time taken by the person to take 26 steps on the escalator while the escalator is moving plus the time taken by the person to take 34 steps on the escalator while the escalator is moving.
Therefore,
(x / 34) = 17 + 5
x / 34 = 22
x = 22 * 34 = 748
Therefore, the number of steps on the escalator at a time is 748.
Therefore, the number of steps on the escalator at a time is 748.
The correct answer is 748 steps.
You can also use the formula T = D/R, where T is time, D is distance, and R is rate.
- First, we need to find the rate of the escalator. We can do this by using the formula T = D/R. The distance is the number of steps on the escalator, and the time is the time it takes to take those steps. We know that it takes 30 seconds to take 26 steps, so we can use the formula to find the rate of the escalator.
- T = D/R
- 30 = 26/R
- R = 26/30
- R = 0.8667 steps per second
- Now that we have the rate of the escalator, we can use the formula again to find the number of steps on the escalator. We know that it takes 18 seconds to take 34 steps, so we can use the formula to find the distance.
- T = D/R
- 18 = D/0.8667
- D = 18 * 0.8667
- D = 15.6 steps
- Therefore, there are 15.6 steps on the escalator.
You can also use the formula T = D/R, where T is time, D is distance, and R is rate.
- First, we need to find the rate of the escalator. We can do this by using the formula T = D/R. The distance is the number of steps on the escalator, and the time is the time it takes to take those steps. We know that it takes 30 seconds to take 26 steps, so we can use the formula to find the rate of the escalator.
- T = D/R
- 30 ="
What is the smallest number of colors needed to color the integers from 1 to 100 such that no integer is divisible by another integer of the same color?,"

## Solution
The minimum number of colors is 6.
Suppose we have a coloring using only 5 colors. Then there are at least 20 multiples of 2, 20 multiples of 3, 16 multiples of 4, 12 multiples of 5, and 10 multiples of 6.
Now consider the following 100 numbers:
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100.
By the pigeonhole principle, at least two of these numbers are the same color. But they cannot both be even, since no number is divisible by another number of the same color.
Therefore, there must be at least one number in this list that is odd. This number must be a multiple of 3, 5, or 7. But no multiple of 3, 5, or 7 is a multiple of another number in the list. Therefore, there is no coloring with 5 colors.
Now consider a coloring with 6 colors. We can color the numbers 1 to 100 as follows:
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100.
This coloring has no two numbers that are both even, and no two numbers that are both odd. Therefore, there is no"
"Find all positive integers \( n \) such that \( 11p(n) = n^2 - 2005 \), where \( p(n) \) is the product of the digits of \( n \).","
A positive integer \(n\) is such that \(11p(n)=n^2-2005\), where \(p(n)\) is the product of the digits of \(n\). Find the sum of all possible values of \(n\).
Note: This problem is not original.
Details and assumptions
The number \(12=2\times 2\times 3\) has 2 digits, and \(p(12)=12\).
The number \(11=1\times 1\times 1\) has 1 digit, and \(p(11)=1\).
The number \(123=1\times 2\times 3\) has 3 digits, and \(p(123)=1\times 2\times 3=6\).
Your answer seems reasonable. Find out if you're right!
Sign up to access problem solutions.
That seems reasonable. Find out if you're right!
Already have an account? Log in here.
×
Problem Loading...
Note Loading...
Set Loading..."
